,Glaspercentage,Isolatie/infiltratie,g-waarde glas,Spuiventilatie,Zonwering,Oriëntatie,Woningtype,Klimaatbestand,Ruimtetype,GTO
437,0.7,Slecht,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,780
439,0.3,Matig,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,114
441,0.5,Matig,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,456
443,0.7,Matig,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,1031
445,0.3,Goed,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,199
447,0.5,Goed,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,756
449,0.7,Goed,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,1645
451,0.3,Slecht,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,46
453,0.5,Slecht,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,81
455,0.7,Slecht,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,132
457,0.3,Matig,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,25
459,0.5,Matig,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,70
461,0.7,Matig,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,148
463,0.3,Goed,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,37
465,0.5,Goed,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,105
467,0.7,Goed,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,247
469,0.3,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,148
471,0.5,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,388
473,0.7,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,828
475,0.3,Matig,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,126
477,0.5,Matig,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,460
479,0.7,Matig,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,1035
481,0.3,Goed,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,168
483,0.5,Goed,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,627
485,0.7,Goed,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,1452
487,0.3,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,48
489,0.5,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,85
491,0.7,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,147
493,0.3,Matig,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,24
495,0.5,Matig,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,75
497,0.7,Matig,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,165
499,0.3,Goed,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,31
501,0.5,Goed,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,105
503,0.7,Goed,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,227
505,0.3,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,180
507,0.5,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,304
509,0.7,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,500
511,0.3,Matig,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,163
513,0.5,Matig,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,324
515,0.7,Matig,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,577
517,0.3,Goed,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,207
519,0.5,Goed,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,423
521,0.7,Goed,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,729
523,0.3,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,106
525,0.5,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,133
527,0.7,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,170
529,0.3,Matig,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,87
531,0.5,Matig,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,128
533,0.7,Matig,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,179
535,0.3,Goed,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,104
537,0.5,Goed,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,160
539,0.7,Goed,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,229
541,0.3,Slecht,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,68
543,0.5,Slecht,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,130
545,0.7,Slecht,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,236
547,0.3,Matig,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,40
549,0.5,Matig,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,130
551,0.7,Matig,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,316
553,0.3,Goed,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,66
555,0.5,Goed,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,227
557,0.7,Goed,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,552
559,0.3,Slecht,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,32
561,0.5,Slecht,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,54
563,0.7,Slecht,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,82
565,0.3,Matig,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,9
567,0.5,Matig,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,40
569,0.7,Matig,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,86
571,0.3,Goed,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,23
573,0.5,Goed,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,63
575,0.7,Goed,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,136
577,0.3,Slecht,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,67
579,0.5,Slecht,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,144
581,0.7,Slecht,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,261
583,0.3,Matig,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,38
585,0.5,Matig,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,139
587,0.7,Matig,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,332
589,0.3,Goed,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,55
591,0.5,Goed,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,184
593,0.7,Goed,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,447
595,0.3,Slecht,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,33
597,0.5,Slecht,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,57
599,0.7,Slecht,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,87
601,0.3,Matig,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,10
603,0.5,Matig,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,41
605,0.7,Matig,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,89
607,0.3,Goed,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,9
609,0.5,Goed,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,61
611,0.7,Goed,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,136
613,0.3,Slecht,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,123
615,0.5,Slecht,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,178
617,0.7,Slecht,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,244
619,0.3,Matig,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,106
621,0.5,Matig,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,174
623,0.7,Matig,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,263
625,0.3,Goed,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,131
627,0.5,Goed,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,220
629,0.7,Goed,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,352
631,0.3,Slecht,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,94
633,0.5,Slecht,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,113
635,0.7,Slecht,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,136
637,0.3,Matig,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,76
639,0.5,Matig,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,104
641,0.7,Matig,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,140
643,0.3,Goed,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,91
645,0.5,Goed,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,128
647,0.7,Goed,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,172
649,0.3,Slecht,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,26
651,0.5,Slecht,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,36
653,0.7,Slecht,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,51
655,0.3,Matig,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,8
657,0.5,Matig,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,23
659,0.7,Matig,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,48
661,0.3,Goed,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,10
663,0.5,Goed,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,33
665,0.7,Goed,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,79
667,0.3,Slecht,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,17
669,0.5,Slecht,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,16
671,0.7,Slecht,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,16
673,0.3,Matig,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,0
675,0.5,Matig,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,3
677,0.7,Matig,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,10
679,0.3,Goed,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,0
681,0.5,Goed,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,8
683,0.7,Goed,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,19
685,0.3,Slecht,0.6,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,25
687,0.5,Slecht,0.6,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,36
689,0.7,Slecht,0.6,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,49
691,0.3,Matig,0.6,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,7
693,0.5,Matig,0.6,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,22
695,0.7,Matig,0.6,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,44
697,0.3,Goed,0.6,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,6
699,0.5,Goed,0.6,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,24
701,0.7,Goed,0.6,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,64
703,0.3,Slecht,0.3,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,14
705,0.5,Slecht,0.3,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,16
707,0.7,Slecht,0.3,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,16
709,0.3,Matig,0.3,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,0
711,0.5,Matig,0.3,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,5
713,0.7,Matig,0.3,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,11
715,0.3,Goed,0.3,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,0
717,0.5,Goed,0.3,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,5
719,0.7,Goed,0.3,21:00 tot 7:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,14
721,0.3,Slecht,0.6,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,88
723,0.5,Slecht,0.6,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,102
725,0.7,Slecht,0.6,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,119
727,0.3,Matig,0.6,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,70
729,0.5,Matig,0.6,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,94
731,0.7,Matig,0.6,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,119
733,0.3,Goed,0.6,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,87
735,0.5,Goed,0.6,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,114
737,0.7,Goed,0.6,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,154
739,0.3,Slecht,0.3,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,76
741,0.5,Slecht,0.3,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,76
743,0.7,Slecht,0.3,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,78
745,0.3,Matig,0.3,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,60
747,0.5,Matig,0.3,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,67
749,0.7,Matig,0.3,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,79
751,0.3,Goed,0.3,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,69
753,0.5,Goed,0.3,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,82
755,0.7,Goed,0.3,8:00 tot 22:00,Buiten,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,94
757,0.3,Slecht,0.6,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,35
759,0.5,Slecht,0.6,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,95
761,0.7,Slecht,0.6,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,160
763,0.3,Matig,0.6,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,32
765,0.5,Matig,0.6,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,108
767,0.7,Matig,0.6,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,192
769,0.3,Goed,0.6,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,51
771,0.5,Goed,0.6,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,161
773,0.7,Goed,0.6,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,331
775,0.3,Slecht,0.3,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,10
777,0.5,Slecht,0.3,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,24
779,0.7,Slecht,0.3,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,32
781,0.3,Matig,0.3,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,1
783,0.5,Matig,0.3,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,18
785,0.7,Matig,0.3,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,34
787,0.3,Goed,0.3,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,8
789,0.5,Goed,0.3,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,30
791,0.7,Goed,0.3,TO-juli,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,51
793,0.3,Slecht,0.6,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,34
795,0.5,Slecht,0.6,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,96
797,0.7,Slecht,0.6,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,162
799,0.3,Matig,0.6,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,28
801,0.5,Matig,0.6,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,104
803,0.7,Matig,0.6,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,176
805,0.3,Goed,0.6,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,33
807,0.5,Goed,0.6,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,129
809,0.7,Goed,0.6,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,233
811,0.3,Slecht,0.3,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,10
813,0.5,Slecht,0.3,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,24
815,0.7,Slecht,0.3,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,31
817,0.3,Matig,0.3,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,1
819,0.5,Matig,0.3,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,16
821,0.7,Matig,0.3,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,33
823,0.3,Goed,0.3,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,1
825,0.5,Goed,0.3,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,22
827,0.7,Goed,0.3,21:00 tot 7:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,44
829,0.3,Slecht,0.6,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,100
831,0.5,Slecht,0.6,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,149
833,0.7,Slecht,0.6,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,214
835,0.3,Matig,0.6,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,97
837,0.5,Matig,0.6,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,166
839,0.7,Matig,0.6,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,237
841,0.3,Goed,0.6,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,126
843,0.5,Goed,0.6,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,214
845,0.7,Goed,0.6,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,300
847,0.3,Slecht,0.3,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,69
849,0.5,Slecht,0.3,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,84
851,0.7,Slecht,0.3,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,97
853,0.3,Matig,0.3,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,65
855,0.5,Matig,0.3,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,83
857,0.7,Matig,0.3,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,102
859,0.3,Goed,0.3,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,79
861,0.5,Goed,0.3,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,103
863,0.7,Goed,0.3,8:00 tot 22:00,Overstek,Oost,Tussenappartement enkelzijdig,1,LIVINGROOM,126
865,0.3,Slecht,0.6,TO-juli,Binnen slecht,Zuid,Tussenappartement enkelzijdig,1,LIVINGROOM,190
867,0.5,Slecht,0.6,TO-juli,Binnen slecht,Zuid,Tussenappartement enkelzijdig,1,LIVINGROOM,534
869,0.7,Slecht,0.6,TO-juli,Binnen slecht,Zuid,Tussenappartement enkelzijdig,1,LIVINGROOM,1103
871,0.3,Matig,0.6,TO-juli,Binnen slecht,Zuid,Tussenappartement enkelzijdig,1,LIVINGROOM,170
873,0.5,Matig,0.6,TO-juli,Binnen slecht,Zuid,Tussenappartement enkelzijdig,1,LIVINGROOM,637
875,0.7,Matig,0.6,TO-juli,Binnen slecht,Zuid,Tussenappartement enkelzijdig,1,LIVINGROOM,1433
877,0.3,Goed,0.6,TO-juli,Binnen slecht,Zuid,Tussenappartement enkelzijdig,1,LIVINGROOM,307
879,0.5,Goed,0.6,TO-juli,Binnen slecht,Zuid,Tussenappartement enkelzijdig,1,LIVINGROOM,1025
881,0.7,Goed,0.6,TO-juli,Binnen slecht,Zuid,Tussenappartement enkelzijdig,1,LIVINGROOM,2219
883,0.3,Slecht,0.3,TO-juli,Binnen slecht,Zuid,Tussenappartement enkelzijdig,1,LIVINGROOM,67
